
Code  10
Dimension   Fixed Cost    Capacity  
   100            100         10   
     3       85           54.9              2
     3       87           54.9              2
     3       88          112.7              2
     3       89          124.2              4
     3       90           30.1              3
     3       93           67.3              3
     3       94           80.3              2
     3       96           80.4              5
     3       99           72.7              6
     3      100           17.9              3
     4        2           38.5              3
     4        3           94.4              2
     4        4           99.8              2
     4        7           20.8              4
     4        8           94.2              3
     4       10           85.2              6
     4       11          132.7              5
     4       13           71.7              5
     4       14           54.5              5
     4       15            3.6              5
     4       16           82.2              4
     4       17           92.6              1
     4       19           86.3              1
     4       23          123.2              2
     4       24           39.5              3
     4       25            3.6              2
     4       26           65.0              3
     4       27           61.7              6
     4       29            3.6              2
     4       30           53.6              1
     4       32           53.7              2
     4       34          132.0              5
     4       35            9.6              6
     4       36           25.2              3
     4       41           49.6              2
     4       42           55.0              4
     4       43          130.6              6
     4       44           56.9              1
     4       46          120.0              3
     4       47           26.8              3
     4       48           86.8              5
     4       49           17.1              5
     4       51           82.5              5
     4       53          130.4              3
     4       54            1.7              5
     4       56          123.2              6
     4       57           78.7              3
     4       60           27.4              4
     4       67           43.6              1
     4       70           28.8              1
     4       71           75.1              1
     4       72           60.1              2
     4       74           63.8              2
     4       75           88.7              5
     4       78          121.2              5
     4       79           89.2              1
     4       81           28.8              5
     4       82           65.4              4
     4       83           65.4              5
     4       85          106.3              3
     4       86           83.6              4
     4       88          102.8              6
     4       89          141.9              5
     4       92           95.8              3
     4       93            2.3              2
     4       94           79.2              1
     4       96          140.9              5
     4       97          118.0              2
     4       98          118.7              3
     4       99           39.3              3
     5        2           57.1              1
     5        3           31.7              4
     5        4           67.9              6
     5        5           15.2              6
     5        6           43.8              3
     5        7           79.6              6
     5        8            6.2              4
     5        9           18.6              3
     5       10          139.5              4
     5       11          134.3              2
     5       12          121.6              3
     5       15          125.1              3
     5       16            4.7              5
     5       17           36.6              3
     5       18           89.3              5
     5       19           71.1              6
     5       20           23.7              2
     5       22           76.2              2
     5       23          140.4              6
     5       24          129.2              3
     5       25           14.7              5
     5       28           76.0              2
     5       29          123.5              4
     5       31           12.7              6
     5       32           30.3              1
     5       33          116.4              5
     5       36           64.7              4
     5       37           58.8              6
     5       38           13.9              5
     5       42           80.8              5
     5       44           36.2              6
     5       45          126.9              1
     5       46           63.1              4
     5       47          140.4              3
     5       48           22.7              2
     5       49          119.9              6
     5       50           46.5              5
     5       51           80.8              5
     5       52           84.7              3
     5       53          127.9              4
     5       54          133.8              5
     5       55           64.6              2
     5       57           45.3              4
     5       58            6.3              4
     5       60           92.0              4
     5       62          134.3              4
     5       64            2.5              2
     5       67           92.9              2
     5       68           13.4              5
     5       69           73.5              4
     5       71           88.8              4
     5       72          107.3              2
     5       73           23.0              6
     5       76          142.8              5
     5       77            9.8              2
     5       79           36.2              3
     5       81            2.4              6
     5       82          106.9              4
     5       83            0.3              5
     5       85           60.9              4
     5       86           86.0              2
     5       88           62.9              2
     5       89            6.8              2
     5       91           25.4              5
     5       92           75.0              6
     5       93           82.9              5
     5       94           60.9              2
     5       96          118.4              2
     5       97          109.7              4
     5       98          124.6              4
     5       99           66.9              5
     5      100          100.2              4
     6        1           94.3              3
     6        3           13.2              4
     6        4            2.0              3
     6        5           73.9              5
     6        6           94.9              2
     6        7           68.3              5
     6        9          134.4              2
     6       10           75.7              6
     6       11           35.4              5
     6       12           21.0              5
     6       13          126.2              5
     6       15           90.7              5
     6       16           54.3              4
     6       17           82.2              3
     6       20           32.3              3
     6       21           68.4              2
     6       22          132.1              5
     6       23           92.0              2
     6       24          104.0              3
     6       25            1.0              4
     6       27          107.1              5
     6       29           71.1              1
     6       30           38.5              4
     6       32           29.4              1
     6       33           47.2              5
     6       36          136.5              3
     6       37           69.2              6
     6       38           50.8              6
     6       41          104.1              3
     6       42           62.9              5
     6       43            5.0              2
     6       44           22.0              2
     6       45           56.6              4
     6       47           71.8              5
     6       49           40.4              1
     6       50          118.6              2
     6       51            2.1              4
     6       52           86.8              3
     6       53          117.4              3
     6       54           52.7              3
     6       55          132.5              3
     6       57           16.3              6
     6       59           62.2              4
     6       61          134.9              3
     6       62           87.7              5
     6       64          127.7              5
     6       65           57.4              2
     6       66           48.3              3
     6       67           50.7              3
     6       69           93.9              1
     6       70           78.9              5
     6       71           36.6              5
     6       73          102.9              5
     6       75           74.8              5
     6       76           79.6              6
     6       78          108.7              2
     6       80          140.7              6
     6       81           75.1              2
     6       83           32.3              1
     6       86          133.8              5
     6       87           73.8              2
     6       88          114.5              3
     6       90           54.9              3
     6       93          103.5              3
     6       95            0.7              3
     6       97           56.1              6
     6       98           99.2              2
     6      100           61.7              5
     7        1          108.6              5
     7        3          113.3              5
     7        4          134.7              6
     7        5          107.9              4
     7        7           73.0              4
     7        8           34.1              3
     7        9            4.7              2
     7       11           65.3              3
     7       12          124.1              5
     7       13          132.9              1
     7       15           83.5              5
     7       16           95.9              3
     7       17           30.1              6
     7       20           80.3              5
     7       21          138.2              4
     7       22           70.8              2
     7       24           11.8              4
     7       25           34.5              2
     7       27           63.5              1
     7       28           96.6              5
     7       30           85.2              3
     7       31           33.6              2
     7       33           21.4              4
     7       34           30.5              3
     7       35           86.0              6
     7       39          133.0              6
     7       40           82.5              1
     7       41          130.5              5
     7       42           51.0              4
     7       43           70.4              4
     7       44           30.2              4
     7       45           46.0              2
     7       48           20.8              3
     7       49           27.7              5
     7       51          131.8              2
     7       54           21.2              3
     7       55          125.7              4
     7       57          108.3              6
     7       58          111.1              5
     7       60          110.7              5
     7       61           14.8              6
     7       64           56.1              3
     7       65           91.6              1
     7       66           75.7              2
     7       67          134.3              2
     7       68           69.9              4
     7       69           53.0              3
     7       70          111.2              5
     7       71          125.9              5
     7       72           49.1              3
     7       73           83.6              4
     7       74           80.5              3
     7       75           88.0              5
     7       76            1.4              5
     7       77          136.6              5
     7       79           21.8              4
     7       80          110.7              6
     7       82          126.7              4
     7       85           29.9              5
     7       86          101.7              5
     7       87           76.9              4
     7       88          120.7              5
     7       89          119.0              2
     7       90           59.0              2
     7       91           27.3              1
     7       92           57.5              5
     7       93          119.5              4
     7       95          142.9              5
     7       99           78.6              3
     8        2           17.0              6
     8        3           46.5              5
     8        4           40.0              2
     8        6          118.3              1
     8        8           27.7              4
     8       11           49.2              5
     8       12           72.0              4
     8       13           51.0              5
     8       16           71.6              5
     8       17          127.7              6
     8       20          124.5              4
     8       21           60.5              6
     8       23           20.8              4
     8       24           75.7              2
     8       25           56.5              4
     8       26           77.0              6
     8       27           17.8              2
     8       28           26.7              1
     8       29          122.6              1
     8       30           69.6              2
     8       31          104.5              4
     8       34          121.2              4
     8       36           13.9              2
     8       37           82.7              3
     8       39           71.4              4
     8       41           13.2              5
     8       42           67.5              5
     8       43           50.5              5
     8       44           94.8              1
     8       46          109.7              2
     8       47           60.4              5
     8       48            1.7              6
     8       50           85.7              3
     8       53           26.7              4
     8       54          121.4              3
     8       55           32.5              4
     8       56           37.3              6
     8       57           17.4              2
     8       58          131.1              3
     8       59           43.3              6
     8       60          141.9              6
     8       62          125.5              6
     8       64           99.8              4
     8       65          101.6              6
     8       68           38.0              2
     8       69           97.1              4
     8       70           38.2              6
     8       71          109.2              1
     8       72           30.5              3
     8       74           92.3              2
     8       76          113.8              1
     8       77           14.2              3
     8       78          129.6              2
     8       79           44.7              3
     8       81            6.3              5
     8       85           68.2              5
     8       87           40.9              3
     8       88          112.9              4
     8       89          125.4              2
     8       90           25.5              1
     8       92           33.5              1
     8       93            6.1              3
     8       94           41.9              6
     8       96           76.3              2
     8       97           89.7              2
     8       98           19.1              6
     8       99           68.9              4
     9        1           60.0              6
     9        4           23.8              4
     9        7           84.6              1
     9        8           36.9              4
     9        9          128.1              4
     9       10           28.6              5
     9       11          110.2              5
     9       13          115.9              3
     9       14          133.8              6
     9       15          119.9              4
     9       16          127.7              5
     9       17           97.1              3
     9       18           10.3              3
     9       20           78.9              5
     9       21           38.1              4
     9       22          115.6              2
     9       23           92.1              2
     9       24          131.8              2
     9       25          102.9              2
     9       26          129.3              3
     9       27           17.9              4
     9       29           83.7              4
     9       32          137.7              3
     9       34           43.3              2
     9       35          127.2              3
     9       36           20.1              3
     9       38           20.7              4
     9       39          139.7              3
     9       40           82.5              3
     9       41           19.3              2
     9       42          139.8              3
     9       43           31.1              2
     9       44          129.9              6
     9       46           79.9              5
     9       48           62.4              5
     9       49           73.5              5
     9       50          136.3              3
     9       52           89.0              4
     9       55          100.8              4
     9       56          140.0              3
     9       57           90.5              4
     9       59           13.7              3
     9       60            7.6              1
     9       61           72.9              2
     9       63          135.8              5
     9       65           84.3              2
     9       66           20.8              5
     9       68           53.3              4
     9       69          102.8              3
     9       70           34.9              3
     9       71           88.4              2
     9       72           12.1              2
     9       73           28.2              4
     9       74           88.8              4
     9       77          125.5              2
     9       79           40.3              3
     9       80           28.7              4
     9       81           50.2              5
     9       82           77.7              2
     9       86           73.2              1
     9       89            7.3              6
     9       90           62.7              1
     9       92           53.5              2
     9       95            5.6              5
     9       96          124.6              5
     9       97          134.5              2
     9       98           76.5              5
     9      100           34.7              4
    10        1            9.3              2
    10        2          130.0              4
    10        6           91.0              5
    10        7           37.2              2
    10        8          128.8              2
    10        9            0.1              3
    10       10          124.0              2
    10       12           31.4              3
    10       13           99.0              2
    10       14           74.8              4
    10       15           98.1              3
    10       17           65.2              2
    10       19           13.4              3
    10       21            2.0              1
    10       22           91.0              2
    10       24           73.6              3
    10       25          113.2              5
    10       27          125.1              5
    10       28           74.6              2
    10       29           13.7              3
    10       30          105.5              3
    10       31            9.9              3
    10       33          124.1              2
    10       34           23.6              4
    10       35           75.7              3
    10       36            2.7              5
    10       37           50.9              4
    10       38          129.6              6
    10       39           59.2              1
    10       40           67.8              3
    10       41          114.3              4
    10       43           60.6              2
    10       45           42.7              2
    10       49          116.5              5
    10       51          109.6              2
    10       52           55.2              5
    10       56           14.1              6
    10       58           56.4              4
    10       59           82.1              4
    10       60           30.7              3
    10       61           73.1              4
    10       62          120.2              2
    10       63          120.2              6
    10       64           13.3              2
    10       65           93.1              2
    10       67          106.9              5
    10       68           43.0              6
    10       69            6.1              2
    10       70           45.7              5
    10       71           16.4              3
    10       72           17.9              6
    10       75           78.0              6
    10       77          110.9              3
    10       79          137.4              5
    10       80           74.9              6
    10       85           11.2              3
    10       86          115.4              4
    10       87          131.7              6
    10       90           79.8              6
    10       93          126.7              4
    10       94           15.5              3
    10       95          107.3              6
    10       96          107.9              5
    10       97           58.8              3
    10       98          126.4              4
    10       99           67.1              3
    11        2           86.0              1
    11        3          100.0              4
    11        4          134.1              6
    11        6            7.3              6
    11        9          137.8              2
    11       11           98.4              3
    11       12           60.9              3
    11       14           88.7              5
    11       15           80.4              5
    11       16           66.6              2
    11       17           76.5              6
    11       21           29.5              3
    11       22          142.6              2
    11       23           21.3              2
    11       25           88.3              5
    11       27           28.1              5
    11       28           89.0              2
    11       30          104.7              5
    11       31          127.9              3
    11       32          109.2              6
    11       33          116.0              3
    11       34           35.2              4
    11       35           87.6              2
    11       36           87.3              3
    11       37          103.4              6
    11       38           93.7              2
    11       40           68.2              4
    11       41           86.6              4
    11       43           18.0              3
    11       44           93.8              5
    11       45           34.3              3
    11       46           40.9              3
    11       50           84.0              5
    11       51            6.2              1
    11       52          125.0              4
    11       53           27.0              4
    11       54           34.5              2
    11       55           94.4              2
    11       56           70.4              2
    11       57          132.0              5
    11       60           21.2              3
    11       62           37.6              3
    11       66           85.7              4
    11       68          127.4              3
    11       69          104.6              2
    11       70           56.1              3
    11       71           90.7              5
    11       73           56.9              6
    11       75          106.2              5
    11       76          128.7              5
    11       77          112.4              5
    11       78          139.3              1
    11       80           35.8              2
    11       81            2.0              4
    11       84           90.2              6
    11       87           81.5              4
    11       89          139.4              2
    11       90           21.4              3
    11       92           80.0              5
    11       93            1.5              3
    11       94          124.8              2
    11       95          109.3              1
    11       96           56.7              3
    11       97           25.2              4
    12        1          120.3              2
    12        2            1.0              5
    12        3           15.1              4
    12        4           44.3              4
    12        7           43.4              5
    12        8           67.0              3
    12        9          126.9              5
    12       10           48.3              5
    12       11           82.7              1
    12       12           99.3              1
    12       13          126.1              3
    12       14           45.2              4
    12       16            2.1              5
    12       17           39.5              6
    12       18          132.4              3
    12       19          121.7              3
    12       20           10.5              3
    12       21          113.7              5
    12       22           77.1              3
    12       25           57.8              2
    12       26          127.5              6
    12       27           73.3              3
    12       29          141.9              4
    12       31           12.5              3
    12       32          106.9              1
    12       34           76.9              3
    12       35           16.2              5
    12       37          140.7              5
    12       38           77.4              4
    12       40          102.7              5
    12       41           34.8              2
    12       43           82.8              5
    12       44           29.0              3
    12       45          123.6              4
    12       46           22.6              5
    12       48           30.5              3
    12       49           98.6              2
    12       50           60.5              3
    12       51           26.5              3
    12       52           83.4              3
    12       53            3.7              3
    12       54          135.1              4
    12       56           78.6              3
    12       57           26.2              4
    12       59           70.6              2
    12       60           99.3              1
    12       61          134.2              3
    12       62          135.9              5
    12       64          121.9              2
    12       65           73.0              4
    12       67           99.3              2
    12       68          140.1              2
    12       70          122.9              2
    12       71          120.7              6
    12       75           24.4              3
    12       76           60.3              3
    12       77           16.8              2
    12       79          125.6              2
    12       80           38.4              6
    12       81           77.3              5
    12       82           34.2              6
    12       83          122.6              1
    12       84           19.6              5
    12       86          127.3              2
    12       87            6.1              2
    12       88           60.1              3
    12       89          131.7              6
    12       91           20.3              4
    12       92            8.8              5
    12       94           87.1              1
    12       97           52.9              4
    12       98          130.8              5
    12       99           27.8              4
    12      100           82.4              6
    13        2           30.1              1
    13        4           21.5              5
    13        5           65.5              2
    13        6          118.8              2
    13        7           47.1              3
    13        8           50.1              2
    13        9           96.4              4
    13       10           80.4              5
    13       14           27.7              3
    13       15           40.9              5
    13       16           95.0              6
    13       18           90.5              3
    13       20          132.5              2
    13       21           41.3              2
    13       22           16.9              2
    13       23          135.0              4
    13       24           69.3              4
    13       25           95.1              4
    13       26           48.5              2
    13       27          134.6              5
    13       28            2.4              5
    13       29           47.3              4
    13       30           37.5              3
    13       31          125.0              2
    13       32           17.8              2
    13       33           36.6              4
    13       34           11.7              2
    13       36           48.3              2
    13       37          137.6              5
    13       38          122.7              4
    13       39           37.5              1
    13       40          110.6              2
    13       42           11.7              3
    13       44           34.6              2
    13       48           34.2              6
    13       50          106.0              3
    13       51           21.1              2
    13       52           45.3              5
    13       53          142.1              2
    13       54           81.0              6
    13       55           21.5              3
    13       58          120.8              1
    13       59          142.7              4
    13       60           68.5              1
    13       61          110.0              3
    13       63           43.1              6
    13       64           27.1              6
    13       65           41.1              6
    13       67           80.8              2
    13       68          131.6              3
    13       69           94.3              2
    13       70           72.8              5
    13       71           67.5              5
    13       74            6.2              3
    13       75           31.6              1
    13       76           55.9              6
    13       77          118.4              5
    13       78           70.1              3
    13       80           42.9              4
    13       81          142.8              3
    13       82           56.4              4
    13       84           88.6              4
    13       85           64.4              5
    13       87            1.4              4
    13       88           42.7              1
    13       89           88.8              5
    13       90           39.6              1
    13       91          115.2              4
    13       92          110.0              6
    13       93          127.2              4
    13       95           75.2              3
    13       97           73.0              3
    13       99           60.2              5
    13      100           91.3              2
    14        1           24.7              4
    14        2          116.6              3
    14        3          142.6              2
    14        4           47.2              5
    14        5          130.8              5
    14        6           99.5              4
    14        7          113.4              1
    14        8           40.9              5
    14        9           78.6              4
    14       10           60.6              1
    14       11           44.3              1
    14       12            8.4              4
    14       13           96.7              4
    14       14          108.9              6
    14       15           57.6              4
    14       17          102.8              4
    14       18           47.8              3
    14       20           41.4              2
    14       21           39.0              1
    14       22           15.5              2
    14       24            5.7              3
    14       26          127.1              3
    14       27            5.7              2
    14       29          122.4              4
    14       30           13.0              4
    14       32           53.7              5
    14       33           79.1              6
    14       34          123.9              4
    14       35          142.5              3
    14       36           75.1              3
    14       38           12.6              5
    14       39           59.7              2
    14       40           68.8              4
    14       41           67.1              3
    14       42           81.9              4
    14       44          139.8              2
    14       45          100.3              5
    14       46           67.4              6
    14       47          135.9              6
    14       48           84.7              2
    14       49           67.0              3
    14       50           90.2              2
    14       51          131.6              1
    14       52          139.6              2
    14       53           50.2              6
    14       57           14.5              2
    14       58           34.8              1
    14       59           52.4              2
    14       61           14.3              3
    14       63           86.6              2
    14       64           42.5              4
    14       66           68.7              5
    14       67           44.9              4
    14       69           36.9              2
    14       70           78.7              4
    14       71           70.4              4
    14       72           38.5              4
    14       73           42.7              2
    14       74           75.1              1
    14       76          121.9              4
    14       78          112.2              3
